Star,RAJ20155,Dec20155,Ep,Vmag,SpType,Dist,pmRA,pmDE,SimbadName
HIP85365,261.6573104166667,-5.086658333333332,2015.5,4.53,F3V    ,30.0,-0.09,-0.04,HIP85365
GJ674,262.17008958333327,-46.901205555555556,2015.5,9.37,M2.5V  ,4.54,0.57,-0.88,GJ674
HIP85561,262.27554652777775,-23.836582638888885,2015.5,9.61,K5V    ,18.1,-0.29,-0.07,HIP85561
HIP85582,262.33240277777776,29.389780555555554,2015.5,8.99,K2     ,23.5,-0.2,-0.28,HIP85582
HIP85647,262.54491527777776,-51.63822430555555,2015.5,9.58,M0     ,16.1,-0.26,-0.19,HIP85647
HIP85653,262.56947847222216,47.402483333333336,2015.5,7.22,G5     ,22.3,0.17,0.08,HIP85653
HIP85665,262.59478541666664,5.5466493055555555,2015.5,9.33,M1V... ,9.98,0.03,-0.25,HIP85665
HIP85699,262.6987375,86.96784513888889,2015.5,5.78,A2m    ,47.8,0.06,0.01,HIP85699
HIP85810,263.00255,34.27151527777778,2015.5,6.52,G5V    ,23.6,-0.24,0.06,HIP85810
HIP85819,263.04517708333333,55.18450347222222,2015.5,4.89,Am...  ,30.3,0.15,0.05,HIP85819
HIP85829,263.06760972222224,55.173181944444444,2015.5,4.86,Am     ,30.6,0.14,0.06,HIP85829
HIP85922,263.37389722222224,-5.745395833333333,2015.5,5.61,A5V    ,48.4,-0.04,-0.1,HIP85922
HIP86032,263.73449097222215,12.558518055555556,2015.5,2.08,A5III  ,14.3,0.11,-0.22,HIP86032
HIP86036,263.7502194444444,61.87087430555555,2015.5,5.23,G0V    ,14.0,0.28,-0.53,HIP86036
HIP86057,263.8072055555555,-48.67773472222222,2015.5,10.1,K5     ,9.77,0.08,0.46,HIP86057
HIP86087,263.8955013888888,61.67795347222222,2015.5,9.98,M1     ,14.0,0.26,-0.51,HIP86087
HIP86141,264.0564395833333,71.87806388888889,2015.5,8.55,K5     ,19.0,0.09,-0.04,HIP86141
GJ687,264.1057611111111,68.33061180555555,2015.5,9.17,M3.0V  ,4.53,-0.32,-1.27,GJ687
HIP86201,264.23791666666665,68.75993333333334,2015.5,4.77,F5V    ,23.4,0.0,0.32,HIP86201
HIP86214,264.26063402777777,-44.325498611111115,2015.5,10.9,M5     ,5.04,-0.71,-0.94,HIP86214
GJ682,264.26063402777777,-44.32522083333334,2015.5,10.9,M4.0V  ,5.04,-0.71,-0.94,GJ682
HIP86282,264.45190625,22.95454513888889,2015.5,9.29,M0...  ,22.1,-0.15,-0.15,HIP86282
HIP86287,264.4787645833333,18.598268055555554,2015.5,9.62,M1     ,8.12,0.93,0.98,HIP86287
HIP86305,264.52257986111107,-54.50128819444444,2015.5,5.25,A7V    ,42.1,-0.05,-0.15,HIP86305
HIP86340,264.64127499999995,71.33431041666665,2015.5,9.1,M0     ,23.9,-0.12,0.31,HIP86340
HIP86400,264.81920416666657,3.5543263888888887,2015.5,6.53,K3V    ,10.7,-0.18,-0.1,HIP86400
HIP86456,264.981948611111,65.0021298611111,2015.5,8.39,K0     ,26.4,-0.02,0.11,HIP86456
HIP86486,265.0998402777778,-49.41676805555556,2015.5,4.76,F3IV   ,21.8,0.1,-0.18,HIP86486
HIP86614,265.4852020833333,72.14679236111112,2015.5,4.57,F5IV-V ,22.0,0.03,-0.27,HIP86614
HIP86620,265.4922854166666,72.15484791666667,2015.5,5.81,G0V    ,22.3,0.03,-0.27,HIP86620
HIP86623,265.4940993055555,15.952895833333333,2015.5,5.54,F4Vw   ,35.5,-0.01,0.1,HIP86623
HIP86722,265.81419166666666,21.604990277777777,2015.5,7.51,K0V    ,23.5,-0.12,-0.62,HIP86722
HIP86736,265.85682638888886,-21.683325000000004,2015.5,4.86,F6/F7V ,17.5,-0.1,-0.04,HIP86736
HIP86742,265.86806388888886,4.5683,2015.5,2.76,K2III  ,25.1,-0.04,0.16,HIP86742
HIP86776,265.98340069444436,43.37456944444445,2015.5,10.4,M3     ,9.48,0.01,-0.6,HIP86776
HIP86796,266.0361152777777,-51.83516875,2015.5,5.12,G5V    ,15.2,-0.02,-0.19,HIP86796
HIP86990,266.6349555555555,-57.32798263888889,2015.5,10.7,M5     ,5.81,-1.12,-1.35,HIP86990
HIP87108,266.9731986111111,2.7066833333333333,2015.5,3.75,A0V    ,29.0,-0.02,-0.08,HIP87108
HIP87261,267.4648527777777,-37.04285347222222,2015.5,3.19,K0/K1II,38.8,0.04,0.03,HIP87261
HIP87558,268.30829097222215,6.101860416666667,2015.5,5.77,F4IV-V ,31.3,-0.13,0.07,HIP87558
HIP87579,268.3741118055555,21.325681944444444,2015.5,8.5,K0     ,24.8,-0.07,0.06,HIP87579
HIP87585,268.3826895833333,56.87303888888889,2015.5,3.73,K2III  ,34.1,0.09,0.08,HIP87585
HIP87768,268.93674652777776,18.499940972222223,2015.5,9.22,K5     ,23.0,-0.05,-0.05,HIP87768
GJ699,269.4467618055555,4.7629173611111115,2015.5,9.57,M3.5V  ,1.83,-0.79,10.33,GJ699
HIP87938,269.46236527777774,46.59251805555556,2015.5,11.7,M:     ,13.5,-0.02,0.58,HIP87938
HIP88175,270.1218437499999,-3.690269444444445,2015.5,4.62,F3V    ,23.1,0.15,-0.04,HIP88175
HIP88348,270.63137708333335,26.308736111111113,2015.5,7.01,K0V    ,21.9,0.39,-0.6,HIP88348
HIP88574,271.28550624999997,-3.033334027777778,2015.5,9.37,M2V    ,7.79,0.57,-0.33,HIP88574
HIP88601,271.36455833333326,2.493533333333333,2015.5,4.03,K0V SB ,5.08,0.12,-0.96,HIP88601
GJ702A,271.3646256944444,2.493533333333333,2015.5,4.21,K0.0V  ,5.1,0.13,-0.96,GJ702A
GJ702B,271.3646256944444,2.493533333333333,2015.5,6.01,K5V    ,5.1,0.13,-0.96,GJ702B
HIP88622,271.40604791666664,4.6547888888888895,2015.5,6.8,G0V    ,24.3,-0.03,-0.32,HIP88622
HIP88635,271.4516791666666,-30.42510138888889,2015.5,2.98,K0III  ,29.4,-0.06,-0.18,HIP88635
HIP88684,271.5642763888889,-4.751313194444444,2015.5,5.74,K1IV   ,34.9,0.14,-0.03,HIP88684
HIP88694,271.59949097222216,-36.01965486111111,2015.5,5.94,G3V    ,17.3,0.11,0.01,HIP88694
HIP88726,271.7079840277778,-43.42567361111111,2015.5,4.92,A5V    ,43.8,0.01,-0.1,HIP88726
HIP88745,271.75557638888887,30.562685416666667,2015.5,5.05,F7V    ,15.6,-0.1,0.11,HIP88745
HIP88771,271.83709583333325,9.56415,2015.5,3.71,A4IVs  ,25.3,-0.06,0.08,HIP88771
HIP88866,272.1451347222222,-63.669747916666665,2015.5,4.33,Am     ,42.4,0.02,-0.21,HIP88866
HIP88972,272.4036777777778,38.45461180555556,2015.5,6.38,K2V    ,11.0,-0.32,-0.47,HIP88972
HIP89042,272.6086277777777,-62.00039513888889,2015.5,5.47,G0V    ,17.7,-0.08,0.23,HIP89042
HIP89087,272.7345159722222,49.96956180555556,2015.5,10.0,K7     ,26.7,-0.01,-0.23,HIP89087
HIP89211,273.0900423611111,-43.44755138888888,2015.5,8.38,K7V    ,12.9,0.13,-0.42,HIP89211
HIP89348,273.47652430555553,64.39749166666667,2015.5,4.99,F5V    ,23.4,0.35,0.04,HIP89348
HIP89474,273.8848777777777,45.20842569444444,2015.5,6.3,G2V    ,22.6,-0.08,-0.11,HIP89474
HIP89560,274.1295159722222,45.56006805555555,2015.5,10.3,M0     ,17.1,-0.01,0.34,HIP89560
HIP89805,274.91735277777775,-63.888275,2015.5,6.17,F9V    ,22.9,0.04,-0.28,HIP89805
HIP89825,274.9616666666666,-1.9383333333333332,2015.5,9.66,K7V    ,19.3,0.0,0.0,HIP89825
HIP89937,275.26773680555556,72.73042013888889,2015.5,3.55,F7Vvar ,8.05,0.53,-0.35,HIP89937
HIP89962,275.3237951388889,-2.903326388888889,2015.5,3.23,K0III-I,18.9,-0.55,-0.7,HIP89962
HIP90035,275.57220555555557,1.706809722222222,2015.5,10.1,K7V    ,26.8,0.08,-0.02,HIP90035
HIP90139,275.92593055555557,21.768105555555554,2015.5,3.85,K2III  ,39.3,0.2,-0.24,HIP90139
HIP90376,276.6201347222222,79.42548055555557,2015.5,9.24,K5     ,24.4,0.02,0.36,HIP90376
HIP90496,276.9922305555555,-25.42294652777778,2015.5,2.82,K1IIIb ,23.6,-0.04,-0.19,HIP90496
HIP90568,277.2088597222222,-49.072104861111114,2015.5,4.1,G8/K0II,39.0,0.14,-0.23,HIP90568
HIP90626,277.3841965277778,9.062415972222222,2015.5,8.65,K2     ,26.8,0.19,0.07,HIP90626
HIP90656,277.4694784722222,-1.8193354166666666,2015.5,8.04,K3V    ,18.7,0.17,-0.19,HIP90656
HIP90790,277.828223611111,-18.90989097222222,2015.5,6.81,K1V    ,13.2,-0.14,-0.19,HIP90790
HIP90945,278.27044166666667,-54.263998611111106,2015.5,8.5,K4Vp...,18.8,-0.12,-0.14,HIP90945
HIP90959,278.32295416666665,22.311000694444445,2015.5,8.9,K4V    ,23.4,-0.18,-0.47,HIP90959
HIP90979,278.3680465277777,-11.63745,2015.5,10.0,K7V    ,25.4,-0.29,-0.24,HIP90979
HIP91009,278.4837798611111,51.71673333333334,2015.5,8.2,K7Vvar ,16.4,0.19,-0.32,HIP91009
HIP91128,278.82969791666665,45.74631388888889,2015.5,9.84,M2     ,15.4,0.45,0.36,HIP91128
HIP91154,278.95736527777774,-61.229563194444445,2015.5,9.34,K3V    ,21.5,-0.02,-0.43,HIP91154
HIP91217,279.1157659722222,9.12134652777778,2015.5,5.38,F5III  ,38.8,-0.01,-0.13,HIP91217
HIP91237,279.16271458333335,6.670723611111112,2015.5,5.43,F3V    ,31.7,-0.03,-0.14,HIP91237
HIP91262,279.23593055555557,38.785564583333326,2015.5,0.03,A0Vvar ,7.75,0.2,0.29,HIP91262
HIP91430,279.6869909722222,-14.49411736111111,2015.5,11.2,M1V:   ,12.7,0.11,-0.57,HIP91430
HIP91438,279.7220284722221,-21.052677083333332,2015.5,5.85,G5V    ,12.9,-0.07,-0.15,HIP91438
HIP91605,280.22935624999997,31.527397222222223,2015.5,8.54,K3V    ,23.8,0.09,-0.84,HIP91605
HIP91608,280.23814375,-13.383957638888889,2015.5,10.6,M      ,16.2,-0.09,-0.67,HIP91608
HIP91699,280.4938125,31.830345138888887,2015.5,11.2,M4     ,11.3,-0.3,0.01,HIP91699
GJ725,280.68562430555545,59.642125,2015.5,8.9,M3.0V  ,3.52,-1.33,1.8,GJ725A
GJ725,280.68647013888886,59.63885069444444,2015.5,9.69,M3.5V  ,3.52,-1.39,1.85,GJ725B
HIP91919,281.08465069444446,39.670404166666664,2015.5,4.67,F1V    ,49.7,0.01,0.06,HIP91919
HIP91926,281.0950673611111,39.61283680555556,2015.5,4.59,A8Vn   ,49.1,0.01,0.05,HIP91926
HIP91971,281.19353541666663,37.60520208333334,2015.5,4.34,Am     ,47.1,0.03,0.03,HIP91971
HIP91973,281.20096805555556,37.59457916666667,2015.5,5.73,F0IVvar,46.0,0.02,0.02,HIP91973
SCR1845,281.2895298611111,-63.95887916666667,2015.5,17.4,M8.5V  ,3.85,2.59,0.62,SCR J1845-6357
HIP92024,281.3622854166666,-64.87212152777778,2015.5,4.78,A7V    ,29.2,0.03,-0.15,HIP92024
HIP92043,281.4153493055555,20.543820833333335,2015.5,4.19,F6V    ,19.0,-0.01,-0.34,HIP92043
HIP92161,281.75595555555554,18.18219722222222,2015.5,4.34,A5III  ,28.4,0.08,0.12,HIP92161
HIP92200,281.8628743055555,-3.6415409722222223,2015.5,8.81,K5     ,14.1,-0.13,-0.27,HIP92200
HIP92270,282.06853541666663,23.51465486111111,2015.5,6.19,F8V    ,28.6,0.03,-0.01,HIP92270
HIP92283,282.12254236111113,10.742313888888887,2015.5,7.97,K0     ,17.3,0.13,-0.44,HIP92283
HIP92311,282.2134881944444,17.436059722222222,2015.5,9.17,M0     ,17.0,-0.41,-0.42,HIP92311
GJ729,282.4601444444444,-23.837113194444445,2015.5,10.4,M3.5V  ,2.96,0.64,-0.19,GJ729
HIP92451,282.61143958333327,-62.05042916666666,2015.5,10.7,M3     ,16.6,0.09,0.06,HIP92451
HIP92549,282.8949451388889,52.97668402777778,2015.5,5.51,G9IVa  ,26.0,-0.07,0.25,HIP92549
HIP92573,282.96178402777775,16.579822222222223,2015.5,10.1,M2     ,15.5,-0.23,-0.48,HIP92573
HIP92858,283.8292763888889,-37.50075833333334,2015.5,7.98,K1V    ,23.9,0.14,-0.36,HIP92858
HIP92871,283.8647729166666,8.401750694444445,2015.5,10.1,M2Ve   ,11.5,0.09,-0.07,HIP92871
HIP92919,283.9725423611111,23.554502777777778,2015.5,8.16,K0V    ,21.4,0.13,-0.28,HIP92919
HIP92946,284.05526944444443,4.203535416666666,2015.5,4.62,A5V    ,40.4,0.04,0.03,HIP92946
HIP92951,284.0611701388889,4.202146527777778,2015.5,4.98,A5Vn   ,43.7,0.05,0.03,HIP92951
HIP92984,284.155,4.26439375,2015.5,6.71,G5     ,27.0,0.0,-0.09,HIP92984
HIP93017,284.25801388888885,32.900168055555554,2015.5,5.2,G0V    ,14.9,0.2,-0.14,HIP93017
HIP93069,284.3775,-55.99463055555555,2015.5,8.86,M2V    ,12.6,0.0,-0.44,HIP93069
HIP93101,284.49913680555545,5.8998375,2015.5,9.22,M2V    ,11.1,-0.19,-1.22,HIP93101
HIP93174,284.6799576388888,-37.10796319444445,2015.5,4.83,F3IV/V ,29.9,-0.13,-0.11,HIP93174
HIP93185,284.71290416666665,30.18183541666667,2015.5,6.8,G0     ,23.4,0.06,0.19,HIP93185
HIP93408,285.360067361111,46.93411597222222,2015.5,5.0,A7V    ,39.1,0.01,-0.09,HIP93408
HIP93506,285.65284930555555,-29.88,2015.5,2.6,A3IV   ,27.3,-0.01,0.0,HIP93506
HIP93747,286.35243263888884,13.862659722222222,2015.5,2.99,A0Vn   ,25.5,-0.01,-0.1,HIP93747
HIP93805,286.56194861111106,-4.88310625,2015.5,3.43,B9Vn   ,38.3,-0.02,-0.09,HIP93805
HIP93843,286.65762222222224,28.628872222222224,2015.5,5.53,F0III  ,40.8,0.08,0.08,HIP93843
HIP93858,286.71747013888887,-37.81304791666666,2015.5,6.15,G8V    ,17.1,-0.19,-0.37,HIP93858
HIP93864,286.73466319444447,-27.671961805555558,2015.5,3.32,K1/K2II,36.9,-0.05,-0.25,HIP93864
HIP93871,286.75617777777774,7.610713888888888,2015.5,9.23,K5V    ,24.2,-0.32,-0.76,HIP93871
HIP93873,286.77009999999996,20.88542013888889,2015.5,10.7,M2     ,8.62,-0.48,-0.35,HIP93873
HIP93899,286.80176666666665,20.874721527777776,2015.5,10.7,M2     ,8.86,-0.48,-0.33,HIP93899
HIP93917,286.85747499999997,32.50186875,2015.5,5.2,F0V    ,40.5,0.12,0.03,HIP93917
HIP94083,287.2915868055555,76.55946944444443,2015.5,5.11,A9V    ,27.2,0.05,-0.12,HIP94083
HIP94114,287.3685229166666,-37.905118055555555,2015.5,4.11,A0/A1V ,39.7,0.09,-0.1,HIP94114
HIP94150,287.47142708333325,-68.4244361111111,2015.5,5.31,G8/K0II,36.8,0.15,-0.04,HIP94150
HIP94225,287.7175798611111,-47.16285486111111,2015.5,9.36,K7V    ,20.0,-0.05,-0.63,HIP94225
HIP94346,288.0489819444444,57.67470625,2015.5,7.04,G8V    ,20.0,0.22,0.41,HIP94346
HIP94349,288.0728909722222,2.882886111111111,2015.5,11.0,M4     ,10.1,1.79,-0.52,HIP94349
HIP94376,288.13935624999993,67.6619951388889,2015.5,3.07,G9III  ,30.7,0.09,0.09,HIP94376
HIP94645,288.8890743055555,-24.179840277777778,2015.5,6.25,F8V    ,27.0,0.11,-0.1,HIP94645
HIP94650,288.8970458333333,11.553299305555557,2015.5,8.06,K0     ,25.3,0.18,-0.17,HIP94650
HIP94739,289.1802319444444,-45.891928472222226,2015.5,9.38,K9V... ,15.7,0.22,-0.41,HIP94739
HIP94779,289.27623750000004,53.369141666666664,2015.5,3.8,K0III  ,37.7,0.06,0.12,HIP94779
HIP95149,290.3747055555556,-34.98407430555556,2015.5,6.48,G1/G2V ,20.8,0.08,-0.11,HIP95149
HIP95261,290.7135354166666,-54.42442777777778,2015.5,5.03,A0Vn   ,47.6,0.03,-0.08,HIP95261
HIP95319,290.8922055555555,33.22302222222223,2015.5,6.37,G8V    ,15.4,0.08,0.16,HIP95319
HIP95467,291.2884506944444,-66.46699444444445,2015.5,8.4,K5V    ,26.1,-0.23,0.24,HIP95467
HIP95501,291.3762673611111,3.1152611111111113,2015.5,3.36,F0IV   ,15.3,0.25,0.08,HIP95501
HIP95575,291.6114319444444,49.47006041666667,2015.5,8.01,K3V    ,25.1,0.46,0.71,HIP95575
HIP95730,292.06382986111106,12.535563888888888,2015.5,9.17,K2     ,27.5,-0.05,-0.04,HIP95730
HIP95853,292.42680138888886,51.73059791666667,2015.5,3.76,A5Vn   ,37.5,0.02,0.13,HIP95853
HIP95995,292.77989791666664,58.58313888888889,2015.5,6.6,K1V    ,16.7,-0.51,-0.4,HIP95995
HIP96085,293.02953333333335,-11.2745875,2015.5,7.53,K2V    ,18.0,0.24,0.02,HIP96085
HIP96100,293.09404166666667,69.64939027777778,2015.5,4.67,K0V    ,5.76,0.6,-1.74,HIP96100
HIP96113,293.12429652777774,-35.45058888888889,2015.5,8.69,K3/K4V ,22.0,-0.29,0.16,HIP96113
HIP96183,293.3565319444444,21.838930555555553,2015.5,6.89,G5V    ,20.1,-0.02,-0.2,HIP96183
HIP96229,293.5239145833333,7.377811111111111,2015.5,4.45,K3III  ,33.8,0.21,-0.16,HIP96229
HIP96258,293.5827020833333,51.23510902777778,2015.5,5.71,F7V    ,25.5,0.03,-0.19,HIP96258
HIP96285,293.6693361111111,4.584588194444444,2015.5,9.35,K5     ,14.4,0.52,0.31,HIP96285
HIP96395,293.9816666666666,56.98254166666667,2015.5,6.73,G0     ,24.2,0.0,-0.2,HIP96395
HIP96441,294.11034930555553,50.222862500000005,2015.5,4.49,F4V    ,18.5,-0.01,0.26,HIP96441
HIP96710,294.90332569444445,-26.75369583333333,2015.5,10.4,---    ,22.3,0.37,-0.26,HIP96710
HIP96895,295.45315625,50.52392222222222,2015.5,5.99,G2V    ,21.6,-0.15,-0.16,HIP96895
HIP96901,295.46572361111106,50.51642222222222,2015.5,6.25,G5V    ,21.4,-0.14,-0.16,HIP96901
HIP97051,295.85669652777773,10.090118055555555,2015.5,10.0,M0     ,22.6,0.19,0.1,HIP97051
HIP97222,296.3896506944444,33.59898055555556,2015.5,7.68,K3V    ,20.3,0.01,-0.44,HIP97222
HIP97222,296.3896506944444,33.59898055555556,2015.5,7.68,K3V    ,20.3,0.01,-0.44,HIP97222
HIP97223,296.3978618055555,30.00932638888889,2015.5,9.15,K5V    ,20.6,-0.07,-0.1,HIP97223
HIP97295,296.60680138888887,33.72446875,2015.5,5.0,F5     ,20.8,0.02,-0.45,HIP97295
HIP97534,297.3554840277778,-72.50326597222222,2015.5,5.39,A4III  ,41.5,0.01,0.01,HIP97534
HIP97650,297.6947979166667,10.763535416666667,2015.5,5.38,F0V    ,26.4,-0.03,0.03,HIP97650
HIP97649,297.69947083333335,8.870682638888889,2015.5,0.76,A7IV-V ,5.14,0.54,0.39,HIP97649
GJ768,297.69947083333335,8.870960416666668,2015.5,0.77,A7IV   ,5.11,0.54,0.39,GJ768
HIP97675,297.75828333333334,10.414679861111113,2015.5,5.12,F8V    ,19.3,0.24,-0.13,HIP97675
GJ1245AC,298.47879722222217,44.41137083333333,2015.5,13.4,M5.5V  ,4.54,0.44,-0.58,GJ1245A
GJ1245B,298.48296388888883,44.41164861111111,2015.5,14.0,M6V    ,4.54,0.44,-0.58,GJ1245B
HIP98036,298.82867013888887,6.403433333333334,2015.5,3.71,G8IVvar,13.7,0.05,-0.48,HIP98036
HIP98106,299.0670159722222,-72.3661875,2015.5,8.4,K5V    ,23.3,-0.01,-0.3,HIP98106
HIP98130,299.1569284722222,-31.33507569444444,2015.5,8.42,K3/K4V ,19.1,0.41,0.03,HIP98130
HIP98192,299.3065743055555,29.825505555555555,2015.5,7.91,K1V    ,25.4,0.11,0.24,HIP98192
HIP98204,299.3310604166666,-12.571213194444445,2015.5,9.29,K4V    ,18.8,-0.09,-0.51,HIP98204
HIP98316,299.63824097222215,-54.93747499999999,2015.5,8.54,K3V    ,22.7,0.11,-0.12,HIP98316
HIP98416,299.9453993055555,-9.960682638888889,2015.5,5.87,F8V    ,24.5,-0.25,-0.39,HIP98416
HIP98421,299.96490763888886,-34.69824930555555,2015.5,5.3,A4/A5IV,48.0,0.11,-0.07,HIP98421
HIP98470,300.08545902777774,-33.70528680555555,2015.5,5.65,F7V    ,20.8,0.13,-0.29,HIP98470
HIP98505,300.1820833333333,22.709149305555556,2015.5,7.67,G5     ,19.2,0.0,-0.25,HIP98505
HIP98677,300.6414222222222,15.5880375,2015.5,7.15,G7V    ,19.3,-0.16,-0.58,HIP98677
HIP98698,300.69522708333335,3.3269194444444445,2015.5,7.46,K4V    ,13.1,-0.09,0.12,HIP98698
HIP98767,300.91041388888885,29.893163888888886,2015.5,5.73,G6IV+..,15.8,0.68,-0.52,HIP98767
HIP98792,300.96034722222214,23.33442569444444,2015.5,7.28,K1V    ,15.5,-1.0,-0.91,HIP98792
HIP98819,301.02320625,17.067238194444446,2015.5,5.8,G1V    ,17.6,-0.39,-0.41,HIP98819
HIP98828,301.0411277777777,25.789730555555558,2015.5,7.82,K3V    ,21.6,-0.08,-0.04,HIP98828
HIP98906,301.25128541666663,54.428104166666664,2015.5,11.9,M3     ,15.8,-1.17,-0.9,HIP98906
HIP98921,301.2925847222221,38.47907430555556,2015.5,6.18,G5IV   ,18.8,0.26,0.11,HIP98921
HIP98959,301.3923249999999,-67.32534652777777,2015.5,6.07,G2V    ,17.7,0.84,-0.67,HIP98959
HIP99031,301.5893513888889,35.969258333333336,2015.5,5.38,K0IV   ,24.1,-0.22,-0.44,HIP99031
HIP99137,301.8963847222222,-55.01556388888889,2015.5,6.26,F8V    ,23.2,0.02,0.04,HIP99137
HIP99150,301.93945347222217,-31.75894097222222,2015.5,12.1,M      ,14.6,0.29,-0.75,HIP99150
HIP99240,302.18981736111107,-66.18955625000001,2015.5,3.55,G5IV-Vv,6.1,1.21,-1.13,HIP99240
HIP99316,302.39291666666657,16.80676805555556,2015.5,7.56,K0...  ,24.3,0.0,0.18,HIP99316
HIP99385,302.57856805555554,-20.49589305555556,2015.5,8.91,K4Vp   ,15.6,-0.46,-0.38,HIP99385
HIP99427,302.7187375,77.24232430555556,2015.5,8.88,K5     ,16.7,0.06,0.51,HIP99427
HIP99452,302.7726548611111,16.190472222222223,2015.5,7.34,K1V    ,20.4,-0.41,0.4,HIP99452
HIP99461,302.80268194444443,-36.11168680555556,2015.5,5.32,K2V    ,6.05,0.46,-1.57,HIP99461
HIP99572,303.1091965277777,-12.618847222222222,2015.5,5.84,F5V    ,28.0,0.19,-0.2,HIP99572
HIP99655,303.34998749999994,56.56803888888889,2015.5,4.28,A3IV-Vn,46.7,0.06,0.08,HIP99655
HIP99701,303.47775416666656,-45.164966666666665,2015.5,7.97,M0V    ,6.2,0.78,-0.16,HIP99701
HIP99711,303.49876249999994,-0.8649152777777778,2015.5,7.79,K0     ,19.8,-0.06,0.26,HIP99711
HIP99742,303.5695708333333,15.197904166666666,2015.5,4.94,A2V    ,47.0,0.06,0.06,HIP99742
HIP99764,303.6175673611111,-7.283763194444444,2015.5,10.1,K7V    ,20.3,0.01,-0.27,HIP99764
HIP99770,303.6338048611111,36.806582638888884,2015.5,4.93,A2V    ,41.0,0.07,0.07,HIP99770
HIP99825,303.83085277777775,-27.03399027777778,2015.5,5.73,K3V    ,8.82,1.24,-0.18,HIP99825
HIP99880,303.96923402777776,42.97848472222222,2015.5,9.98,M0     ,24.4,0.01,-0.06,HIP99880
HIP100017,304.38358263888887,66.85563194444444,2015.5,5.91,G3V    ,17.5,0.47,0.3,HIP100017
HIP100064,304.51415416666663,-12.544722222222221,2015.5,3.58,G6/G8II,33.3,0.06,0.0,HIP100064
HIP100184,304.82544652777773,-47.58121250000001,2015.5,6.13,F5V    ,29.4,0.19,-0.18,HIP100184
HIP100223,304.90119027777774,-46.42872916666666,2015.5,8.73,K5V    ,17.9,-0.38,-0.1,HIP100223
HIP100511,305.7188722222222,14.550765972222223,2015.5,6.16,F8V    ,26.1,0.08,-0.01,HIP100511
HIP100852,306.71908194444444,-37.40351875,2015.5,6.24,K1IV   ,39.6,-0.26,-0.11,HIP100852
HIP100859,306.7600548611111,49.3837375,2015.5,5.73,F0V:   ,37.6,0.07,0.06,HIP100859
HIP100923,306.92240277777773,-27.75342777777778,2015.5,11.4,M3     ,15.4,-0.2,-0.88,HIP100923
HIP100925,306.9340993055555,-30.871280555555558,2015.5,6.61,G6/G8V ,19.4,-0.01,-0.52,HIP100925
HIP101027,307.2148652777777,-17.81367847222222,2015.5,4.77,F3V    ,30.2,-0.02,-0.01,HIP101027
HIP101093,307.3957534722222,62.993821527777776,2015.5,4.21,A7III  ,41.5,0.05,-0.01,HIP101093
HIP101150,307.54350555555556,26.84190208333333,2015.5,9.69,M2     ,23.1,-0.16,-0.13,HIP101150
HIP101180,307.6362972222222,65.45133055555556,2015.5,10.5,M3     ,7.96,0.44,0.28,HIP101180
HIP101262,307.88469305555554,33.77596805555555,2015.5,9.22,K5     ,26.1,0.14,0.02,HIP101262
HIP101382,308.2139222222222,41.90136458333333,2015.5,7.08,G9V    ,22.2,-0.16,0.45,HIP101382
HIP101612,308.8958881944444,-60.58294652777778,2015.5,4.75,F1III  ,27.5,0.07,-0.19,HIP101612
HIP101772,309.3920034722222,-47.29091736111111,2015.5,3.11,K0III  ,31.0,0.05,0.07,HIP101772
HIP101955,309.91287638888883,4.9724159722222225,2015.5,7.88,K5V    ,18.5,0.86,0.07,HIP101955
HIP101997,310.0525347222222,-23.7705125,2015.5,6.36,G8/K0V ,14.6,0.5,0.46,HIP101997
HIP102040,310.188725,19.93736597222222,2015.5,6.43,G5V    ,20.9,0.12,0.31,HIP102040
HIP102101,310.36817361111105,57.43113680555555,2015.5,10.2,M0     ,23.9,0.1,0.21,HIP102101
HIP102141,310.4651520833333,-32.437492361111104,2015.5,10.2,Mpe    ,10.2,0.27,-0.37,HIP102141
HIP102186,310.57887222222223,-52.70637430555555,2015.5,8.83,K7V    ,12.1,0.08,-1.07,HIP102186
HIP102226,310.70529444444435,20.842086805555557,2015.5,8.26,K0     ,25.3,-0.08,-0.35,HIP102226
HIP102253,310.7960354166666,66.65742430555557,2015.5,5.59,A8V    ,42.5,0.03,0.03,HIP102253
HIP102264,310.8163972222222,-29.42530347222222,2015.5,6.95,G3/G5V ,22.4,-0.04,-0.21,HIP102264
HIP102332,311.00270208333325,-21.35737430555556,2015.5,9.84,K7V    ,26.1,0.03,-0.27,HIP102332
HIP102333,311.0106611111111,-51.92117013888889,2015.5,4.51,A6:var ,24.1,0.16,-0.05,HIP102333
HIP102409,311.2914694444444,-31.34325833333333,2015.5,8.81,M1Ve   ,9.94,0.28,-0.36,HIP102409
HIP102422,311.32310624999997,61.84413472222222,2015.5,3.41,K0IV   ,14.3,0.09,0.82,HIP102422
HIP102485,311.5234131944444,-25.27191111111111,2015.5,4.13,F5V    ,14.6,-0.05,-0.16,HIP102485
HIP102488,311.5553416666666,33.97222291666667,2015.5,2.48,K0III  ,22.0,0.36,0.33,HIP102488
HIP102531,311.66201597222215,16.122541666666667,2015.5,5.15,A2Ia+..,31.5,-0.01,-0.2,HIP102531
HIP102532,311.66438124999996,16.122819444444445,2015.5,4.27,K1IV   ,31.1,-0.03,-0.2,HIP102532
